7, 1.99227, 8572, 45060, 64.4329, 3.6291, -1, -1
8, 1.2154, 8572, 45057, 64.4329, 3.6262, -1, -1
9, 0.541553, 8572, 45057, 62.5515, 3.61828, -1, -1
6, 0.164781, 11064, 55714, 62.5515, 3.7473, -1, -1
7, 2.40108, 8594, 45162, 62.5515, 3.62991, -1, -1
8, 1.27703, 8594, 45159, 62.5515, 3.62691, -1, -1
9, 0.620843, 8594, 45159, 61.6706, 3.61775, -1, -1
6, 0.204223, 11040, 55558, 61.6706, 3.74013, -1, -1
7, 2.04801, 8595, 45188, 61.6706, 3.62565, -1, -1
8, 1.16768, 8595, 45192, 61.6706, 3.623, -1, -1
9, 0.542975, 8595, 45192, 61.6706, 3.61613, -1, -1
6, 0.17902, 11287, 56969, 87.9564, 3.85071, -1, -1
7, 2.25526, 8765, 46135, 70.1231, 3.6496, -1, -1
8, 1.23727, 8765, 46119, 70.1231, 3.64287, -1, -1
9, 0.557502, 8765, 46119, 54.0947, 3.6227, -1, -1
6, 0.17462, 11144, 56150, 62.7582, 3.75166, -1, -1
7, 1.91625, 8788, 46228, 33.4591, 3.63255, -1, -1
8, 1.38614, 8788, 46222, 33.4591, 3.62885, -1, -1
9, 0.572279, 8788, 46222, 30.6671, 3.61891, -1, -1
6, 0.178441, 11147, 56157, 36.7361, 3.74367, -1, -1
7, 1.85202, 8803, 46306, 30.6671, 3.62767, -1, -1
8, 1.24885, 8803, 46300, 30.6671, 3.62472, -1, -1
9, -1.81976, 8803, 46300, 30.3248, 3.61781, -1, -1
6, 0.164628, 11043, 55686, 35.7237, 3.73966, -1, -1
7, 2.67471, 8796, 46257, 26.1713, 3.62036, -1, -1
8, 1.49056, 8796, 46258, 26.1713, 3.6175, -1, -1
9, 0.579061, 8796, 46258, 26.0081, 3.60898, -1, -1
6, 0.175704, 11006, 55449, 26.0081, 3.71167, -1, -1
7, 2.03394, 8798, 46284, 26.0081, 3.61315, -1, -1
8, 1.11557, 8798, 46280, 26.0081, 3.61061, -1, -1
9, 0.551049, 8798, 46280, 22.9674, 3.60605, -1, -1
6, 0.163385, 10970, 55239, 22.9674, 3.7054, -1, -1
7, 1.891, 8812, 46355, 7.94068, 3.60958, -1, -1
8, 1.26041, 8812, 46352, 7.94068, 3.60785, -1, -1
9, 0.581557, 8812, 46352, 7.94068, 3.60398, -1, -1
7, 1.4995, 8782, 46218, 7.94068, 3.60307, -1, -1
4, 81.8252, 8782, 46218, 7.94068, 3.60307, -1, -1
5, 0.964849, 4179, 17979, 7.79974, 3.69402, -1, -1
-1, 86.5004, 4179, 17979, 7.79974, 3.69402, 0, 40
